//  GERMAN STRDAT.TXT latest version with all the changes up to Sept 18th (I hope)

//  ASCII European Special Characters
//  Ä ¸ Ç É ‰ ...  á à  ä  ç ƒ  ê  " ï - -  ÷ ‹    ° ¢ £  ﬂ
//  WIN European Special Characters
//  « ¸ È ‚ ‰ ‡  Á Í  Ë  Ï ƒ  …  ˆ Ú ˚ ˘  ÷ ‹  ﬂ Ì Û ˙  ﬂ

//  # the first NEWBLOCK is built for you so start with enumerations and strings
//  GERMAN VERSION ¸berarbeitet am 2.7.97 von Antje, 16:45 Uhr
//  last revised by Antje 9.7.97, LAST EDITED with additional translations August 26th 97
//  (additional data from birthright cd dated 8/17/97, saved as ms dos text
//  3 more changes according to bugreport from sascha implemented August 29th 97
// comparing german strings to english strings (received sept 18th), saved as text only



// menu data
STR_UI_ACTN		UI\\ACT_PNL.PCX
STR_UI_HELP		UI\\HELPPNL1.PCX
STR_UI_HELP1	UI\\HLPPANL2.PCX
STR_DESCRIPTION_2	^g02:128,088^g00:160,120,320,264Durch seine staatsm‰nnischen und diplomatischen F‰higkeiten verwandelte Michael das aufr¸hrerische Anuire in einen m‰chtigen Staat. Anuire wurde zum grˆﬂten Reich, das Cerilia jemals sah - bis zum Zeitpunkt von Michaels vorzeitigem Tod durch die Hand des Gorgon. \n\n Das Chaos, das nach Michaels Tod folgte, brachte f¸r Generationen von Bewohnern Anuires Terror und Zerstˆrung. Seit Michael hatte kein Anf¸hrer gen¸gend Heldenmut, milit‰risches Kˆnnen und politischen Scharfsinn, um aus dem zerr¸tteten Anuire wieder ein Reich zu errichten. Falls Ihr wirklich der Held sein solltet, der der neue Herrscher Anuires wird, m¸ﬂt Ihr zun‰chst der ganzen Welt beweisen, daﬂ Ihr diese Eigenschaften Michael Roeles besitzt. ^g05

STR_DESCRIPTION_3	^g02:128,088^g00:160,120,320,264Ihr m¸ﬂt noch sehr viel lernen, bevor Ihr den Eisernen Thron besteigen kˆnnt. Ihr kˆnnt Euch gl¸cklich sch‰tzen, Verwandte zu haben, die Euch bei Eurer Ausbildung helfen! Eure Cousine und Euer Cousin, Fhiele und Daeric Dhoesone, haben sich bereit erkl‰rt, Euch in der Kunst des Regierens zu unterweisen.\n Daeric, der Berater von Dhoesone, wird Euch zeigen, wie man ein Abenteuer erfolgreich ¸bersteht und wie man eine Schlacht f¸hrt. Vor allem aber wird er Euch zeigen, wie man ein so groﬂes Reich wirtschaftlich verwaltet, ohne die B¸rger durch ¸berhˆhte Steuern zu belasten. Er wird auch Eure diplomatischen F‰higkeiten schulen und Euch zeigen, wie man Verb¸ndete gewinnt und h‰lt, w‰hrend Ihr gegen Feinde k‰mpft oder das Reich ausbaut. W‰hlen Sie im Start-Men¸ die Option Tutorial-Spiel, um diese Ausbildung zu erhalten. Beginnen Sie mit dem Grundtutorial. ^g05

STR_DESCRIPTION_4	^g02:128,088^g00:160,120,320,264 Wenn Ihr Daerics Ausbildung beendet habt, kˆnnt Ihr weitere Erfahrungen in Abenteuern sammeln oder das F¸hren von Schlachten ¸ben, indem Ihr aus dem Men¸ 'Neues Spiel' die Option 'Nur Abenteuer' oder 'Nur Schlachten' ausw‰hlt. 'Nur Abenteuer' bringt Euch in die Abenteurer-Gilde, wo Ihr zusammen mit den grˆﬂten Helden des Reiches wertvolle und verschollene Sch‰tze des alten Reiches sucht. Hier kˆnnt Ihr mehr Erfahrungen sammeln, als es Euch in Jahren der Herrschaft mˆglich sein w¸rde. Und gerade diese Erfahrungen sind von unsch‰tzbarem Wert, wenn es um die Zukunft Eurer Blutlinie oder das Schicksal des ganzen Reiches geht. 'Nur Schlachten' bringt Euch auf die Milit‰rakademie, wo Ihr die Erfahrungen sammelt, die Ihr zur F¸hrung von Schlachten braucht. Die Wahl bleibt Euch ¸berlassen. Ihr kˆnnt nun mit der Ausbildung beginnen - oder Euer Gl¸ck als Regent versuchen und Euer Birthright erk‰mpfen. ^g06
STR_DESCRIPTION_5	unbenutzt
STR_DESCRIPTION_6	unbenutzt
STR_DESCRIPTION_7	unbenutzt
STR_DESCRIPTION_8	unbenutzt

STR_ADVENTURE_1	^g30:128,088^g00:160,120,320,264\nSo, Ihr denkt also, Ihr h‰ttet das Zeug zu einem Helden? Nun, ich bezweifle das. Ich denke eher, Ihr seid auch nur einer dieser verzogenen Nachkommen eines willensschwachen Regenten, der hierher geschickt wurde, um denen zu Hause nicht im Weg zu sein. Das macht aber nichts. Wir brauchen immer einen Tr‰ger bei unseren Ausfl¸gen.\n\n Seht Euch unsere Akten an. Wir haben eine ganze Menge von Sachen, die erledigt werden m¸ssen. Die Bezahlung ist gut - wenn Ihr ¸berlebt. Es wird Euch die Mˆglichkeit geboten, mit den wirklich groﬂen Helden Anuires zu arbeiten. Von ihnen sind immer einige hier in der Gilde. Sie machen sich gerade fertig, in ein Abenteuer zu ziehen. Seht Euch ihre Referenzen an. Vielleicht ertr‰gt es ja einer von denen, mit Euch zu arbeiten. Ihr kˆnnt vier von ihnen mit auf Abenteuerfahrt nehmen: W‰hlt weise! ^g05

STR_ADVENTURE_2	^g30:128,088^g00:160,120,320,264Wenn Ihr nicht findet, was Ihr sucht, benutzt SZENARIO NEU STARTEN, um andere Gef‰hrten zur Auswahl zu haben. Ihr solltet jedoch daran denken, daﬂ alle Erfahrungen und Sch‰tze, die Ihr bis dahin gesammelt habt, dann verfallen. Wenn Ihr neue Gef‰hrten mˆchtet, m¸ﬂt Ihr also wieder von vorne anfangen. Sobald Ihr ein Abenteuer und geeignete Begleiter ausgesucht habt, stellt sicher, daﬂ Ihr die Magiekundigen ausger¸stet habt, bevor Ihr Euch auf den Weg macht. Nun seid Ihr bereit, das Abenteuer zu bestehen. Eure Begleiter werden Euch mit angemessener Hˆflichkeit behandeln, da Ihr von hoher Geburt seid. Hˆflichkeit ist jedoch auch alles, was Ihr umsonst bekommen werdet. Den Respekt Eurer Gef‰hrten m¸ﬂt Ihr Euch erst noch verdienen - wenn Ihr dazu imstande seid. ^g06

STR_ADVENTURE_3	unbenutzt
STR_ADVENTURE_4	unbenutzt

STR_BATTLE_1	^g31:128,088^g00:160,120,320,264\nWillkommen, feige wimmernder Abschaum der edlen H‰user von Anuire. Die Milit‰rakademie wurde von K‰mmerer Dosiere in der Hoffnung gegr¸ndet, daﬂ die Truppen unseres zerr¸tteten Reiches hier ausgebildet werden und daﬂ zuk¸nftige Befehlshaber hier Erfahrung f¸r die Truppenf¸hrung sammeln kˆnnen, bevor sie in den wirklichen Krieg m¸ssen. \n\n Die Truppen schneiden hier fast immer sehr gut ab, aber die meisten der sogenannten Befehlshaber, die zu uns geschickt werden, schaffen es nie. F¸r Hunderte von verzogenen Adelssprˆﬂlingen habe ich das Kinderm‰dchen gespielt. Sie haben alle gedacht, daﬂ sie f‰hig w‰ren, eine Truppe zu f¸hren, nur weil sie aus einer Adelsfamilie stammen. Und dieser Verein hier sieht noch viel schlechter aus als gewˆhnlich. ^g05

STR_BATTLE_2	^g31:128,088^g00:160,120,320,264 Aber ich werde mein Bestes geben, und vielleicht erlebe ich ja mal eine positive ‹berraschung. Hier an der Kriegsakademie werden wir ein gutes Dutzend fiktiver Schlachten durchk‰mpfen. Wir besch‰ftigen einige f‰hige Illusionisten, die daf¸r sorgen, daﬂ die Schlachten echt wirken. Auch wenn niemand das Leben verliert, solltet Ihr diese Schlachten doch sehr ernst nehmen. Ihr m¸ﬂt zeigen, daﬂ Ihr eine Schlacht f¸hren kˆnnt - \nganz gleich, wie die Verteilung der Kr‰fte ist. Ihr m¸ﬂt den Sieg erringen, auch wenn alles gegen Euch zu sein scheint. Wenn Ihr es verdient, werdet Ihr die W¸rde eines Befehlshabers erlangen. Wenn einer von Euch alle Unterrichtseinheiten besteht, werden wir ihn zum Kriegsherrn von Anuire ausrufen. Aber das hat bis jetzt noch niemand geschafft ... ^g05

STR_BATTLE_3	^g31:128,088^g00:160,120,320,264Ihr solltet Euch schrittweise durch die Unterrichtseinheiten durcharbeiten. Ihr kˆnnt Euch jedoch auch Euren eigenen ‹bungsplan mit den Truppen Eurer Wahl zusammenstellen. Aber nur die offiziellen Unterrichtseinheiten z‰hlen f¸r Euer Zeugnis. Wenn Ihr die hˆchsten Ehren erlangen mˆchtet, m¸ﬂt Ihr alle Lerneinheiten vollst‰ndig abschlieﬂen. Also, Kandidat, was steht Ihr hier noch herum? Los, geht, und fangt endlich mit der Arbeit an, bevor ich die Geduld verliere! ^g06
STR_BATTLE_4	unbenutzt

STR_BTLTUT_WELCOME	^g31:128,088^g00:160,120,320,264 ^F21Ich werde Ihnen helfen, sich mit den verf¸gbaren Befehlen vertraut zu machen, sowie mit Strategien, die Sie in Schlachten gebrauchen kˆnnen. Wenn Sie diese Gnollbande besiegt, und gelernt haben, wie man ein Kˆnigreich regiert, kˆnnen Sie in Betracht ziehen, auf die Milit‰rakademie zu gehen. Es steht auch eine ausf¸hrliche Online-Hilfe zur Verf¸gung (Hauptmen¸ - Hilfe). Hier erhalten Sie die Informationen, die ein guter General benˆtigt. Um in einer Schlacht zu bestehen, m¸ssen Sie entweder alle feindlichen Truppen zerstˆren, oder eine 4:1-‹bermacht gewinnen. Seien Sie vorsichtig, das Blatt wendet sich schnell. Auf dem Feld m¸ssen sich immer Truppen befinden. Wenn zu viele Soldaten fallen oder sich zur¸ckziehen, ist die Schlacht verloren. Ein weiterer Punkt, den Sie beachten m¸ssen ist, daﬂ berittene Einheiten Bonuspunkte f¸r den Angriff bekommen, w‰hrend Fuﬂsoldaten, wie z. B. Bogensch¸tzen, keine Sonderpunkte bekommen. ^g06

STR_BTLTUT_RESERVES	^g31:128,088^g00:160,120,320,264 Wenn Sie eine Schlacht beginnen, sind alle Ihre Truppen in der Reserve. Dies ist das K‰stchen in der linken Bildschirmecke. Um eine Einheit auf das Schlachtfeld zu schicken, machen Sie einen Linksklick auf die Truppe an, die Sie in die Schlacht schicken wollen. Sie werden sehen, daﬂ unten rechts alle mˆglichen Z¸ge markiert sind. Sie kˆnnen keine Einheit in ein Feld setzen, in dem bereits eigene Truppen sind oder das unpassierbar ist (markiert durch einen roten Querstrich). W‰hlen Sie nun eine Einheit (ich rate zu den Sch¸tzen), und setzen Sie sie in das mittlere Feld der markierten Reihe. Ich werde diese Reihe als die hintere Reihe bezeichnen, weil sie Ihrer Seite am n‰chsten ist. Falls Sie diese ausw‰hlen (direkt anklicken, oder das Icon auf der Karte anklicken), folgt die Kamera der sich bewegenden Truppe. Sie kˆnnen die Kamera auch mit den Pfeiltasten bewegen oder f¸r einen grˆﬂeren Ausschnitt nach hinten versetzen, indem Sie den Ansichten-Button anklicken. ^g06
STR_BTLTUT_MOVEMENT	^g31:128,088^g00:160,120,320,264 Da Ihre Truppe nun auf dem Schlachtfeld angekommen ist, kˆnnen wir damit beginnen, die Gnolle loszuwerden. Ihre Sch¸tzen d¸rfen nicht vor den Gnollen plaziert werden. Um sie zu bewegen, m¸ssen Sie die Einheit anklicken; entweder auf dem Gitter rechts unten oder die Einheit im groﬂen Schlachtfenster. Bewegen Sie Ihren Cursor nach links oder rechts, je nachdem, wo sich die Gnolle befinden. Im Schlachten-Gitter kˆnnen Sie den Cursor auf das von Ihnen markierte Feld setzen. Wenn Sie den Cursor dorthin bewegt haben, wo Sie auch Ihre Truppen stationieren mˆchten, klicken Sie mit der linken Maustaste. Klicken Sie die Reserve an, um an Ihre Ritter zu kommen. Wenn Sie Ihre Ritter auf das Schlachtfeld ziehen, m¸ssen Sie die gleiche Technik zum Bewegen der Truppen anwenden. Mit Ihren Rittern wollen Sie jedoch den Kampf initiieren. Um dies zu tun, m¸ssen Sie Ihre Ritter in das Feld setzen, in dem sich die Gnolle befinden. ^g06
STR_BTLTUT_ARCHERS	^g31:128,088^g00:160,120,320,264 Die Gnolle sind gerade in Reichweite Ihrer Sch¸tzen gekommen. W‰hlen Sie eine Ihrer mit Geschossen ausger¸stete Truppe, bei der eine feindliche Einheit in einem der benachbarten Felder steht (genau daneben, nicht schr‰g daneben). W‰hlen Sie Ihre Sch¸tzen, bewegen Sie dann den Cursor auf das Feld des Feindes, entweder im Schlachten-Gitter oder auf dem Feld selbst, bis der Pfeilcursor erscheint. Klicken Sie mit der Maus, um zu feuern. Nachdem Ihre Einheit neu geladen hat, wird sie "Sch¸tzen bereit" melden, und Sie kˆnnen erneut schieﬂen. ^g06
STR_BTLTUT_ENGAGEMENT	^g31:128,088^g00:160,120,320,264 Ihre Truppen sind gerade in ein Gefecht verwickelt worden. Wenn Sie sie aus dem Kampf zur¸ckziehen wollen, klicken Sie sie auf dem Schlachten-Gitter oder auf dem Feld an. Es werden Ihnen die Optionen angeboten, sich zur¸ckzuziehen oder abzubrechen. Ihre Truppen kˆnnen sich nicht zur¸ckziehen, wenn es f¸r sie keine unbesetzten Felder zum R¸ckzug gibt.^g06

STR_BASIC_042	^g02:437,008^g00:469,038,168,360Der erste Schritt zu einem Abenteuer ist die Auswahl der richtigen Gef‰hrten. \nF¸r jedes Abenteuer ist eine Hˆchstzahl von vier Begleitern zul‰ssig. Zu diesem Zeitpunkt sind f¸r Sie nur drei verf¸gbar, Fhiele Dhoesone und Ihre zwei Leutnants. Sp‰ter, wenn sich Ihnen mehr Leutnants angeschlossen haben, kˆnnen Sie sich aussuchen, wen Sie mitnehmen mˆchten. Im Moment ist es ratsam, alle mitzunehmen. Klicken Sie den Kasten neben jedem Namen an, so daﬂ dort ein Haken erscheint, der anzeigt, daﬂ diese Person mitgeht. ^g05

STR_BASIC_043	^g02:437,008^g00:469,038,168,360Immer wenn ein Magier oder ein Priester auf Abenteuerfahrt geht, muﬂ er sich die Zauber einpr‰gen, die er w‰hrend des Abenteuers benutzen will. Klicken Sie auf den Namen eines Magiers, um eine Auflistung seiner Zauber zu sehen. Der untere Kasten zeigt eine Liste von Nummern, die durch Querstriche getrennt sind. Diese Nummern geben die Anzahl der Zauber jeder Stufe an, die sich der jeweilige Charakter einpr‰gen kann. Die Nummern laufen von Stufe 1 auf der linken Seite nach rechts, wo die hˆchsten Stufen des Magiers angezeigt werden. ^g05
STR_BASIC_044	^g02:437,008^g00:469,038,168,360Klicken Sie auf den Namen des Zaubers, um eine ausf¸hrliche Beschreibung zu erhalten. Klicken Sie dann auf den Button zum EINPRƒGEN oder das "+"-Zeichen neben dem Zauber. Vielleicht mˆchten Sie sich den Zauber auch mehrmals einpr‰gen, denn jeder eingepr‰gte Zauber kann nur einmal benutzt werden. Klicken Sie den VERGESSEN-Button an oder die "-" Taste, um einen Zauber zu vergessen. ^g05
STR_BASIC_045	^g02:437,008^g00:469,038,168,360Nur Zauber m¸ssen vor der Abenteuerfahrt vorbereitet werden, das andere Inventar steht immer zur Verf¸gung. Aber falls Sie es w¸nschen, kˆnnen Sie einen Gegenstand von einem Charakter zu einem anderen bewegen, indem Sie erst GEBEN und dann einen Empf‰nger w‰hlen. ^g05
STR_BASIC_046	^g02:437,008^g00:469,038,168,360Wenn alle Charaktere sich die nˆtigen Zauber eingepr‰gt haben und das Inventar bereitsteht, wind Sie bereit f¸r Ihre Abenteuerfahrtst‰tten sehen. Klicken Sie den Button ^C064Abenteuer^C000 an, um zu beginnen.^g06



STR_MAPAI_DESTROYING_HOLDING_FMT	^W310%s ist dabei, Euer %s Besitztum in %s zu zerstˆren.
STR_MAPAI_IS_IN_FMT	^W310%s ist %s in %s.
STR_MAPAI_MODIFY_SUCCESS	^F00ERFOLG MIT REG.-
STR_MAPAI_USING_REGENCY	PUNKTEN MODIF.
STR_MAPAI_ACTION_SUCCEEDED	^F02AKTION ERFOLGREICH
STR_MAPAI_ACTION_FAILED	^F02AKTION FEHLGESCHLAGEN
STR_MAPAI_TOTAL_COST_FMT	^F02Gesamtkosten: RP %d
STR_MAPAI_SPEND_REGENCY_HELP	^F00^W310WENDEN SIE RP AUF, UM DIE WAHRSCHEINLICHKEIT ZU VERRINGERN, DASS DIE OBEN GENANNTE AKTION EINTRIFFT. KLICKEN SIE AUF ^C060W‹RFELN^C128, UM DAS ERGEBNIS ZU SEHEN. WENN SIE DAS ERGEBNIS ANGESCHAUT HABEN, KLICKEN SIE AUF ^C060FERTIG^C128, UM WEITERZUMACHEN.

STR_MAPAI_UNSUPPORTED_ACTN_ERROR_FMT	^F04^cFEHLER - %s versucht eine nicht zugelassene Aktion: %d


STR_ACTNMENU_CAPS_LAW	ORDNUNG
STR_ACTNMENU_CAPS_GUILD	GILDE
STR_ACTNMENU_CAPS_TEMPLE	TEMPEL
STR_ACTNMENU_CAPS_SOURCE	QUELLE
STR_ACTNMENU_CAPS_PROVINCE	PROVINZ
STR_ACTNMENU_CAPS_F00_PROVINCE	^F00PROVINZ
STR_ACTNMENU_LAW	Ordnung
STR_ACTNMENU_GUILD	Gilde
STR_ACTNMENU_TEMPLE	Tempel 
STR_ACTNMENU_SOURCE	Quelle 
STR_ACTNMENU_CASTLE	Burg 
STR_ACTNMENU_WIZTOWER	Zauberturm
STR_ACTNMENU_LOYALTY_REBEL	REBELLISCH
STR_ACTNMENU_LOYALTY_POOR	SCHWACH
STR_ACTNMENU_LOYALTY_AVERAGE	MITTEL
STR_ACTNMENU_LOYALTY_HIGH	HOCH
STR_ACTNMENU_PREV_PAGE	^F00^cZUR‹CK
STR_ACTNMENU_NEXT_PAGE	^F00^cVOR
STR_ACTNMENU_F02_WON	^F02^cJA
STR_ACTNMENU_WON	^cJA
STR_ACTNMENU_F02_LOST	^F02^cNEIN
STR_ACTNMENU_LOST	^cNEIN
STR_ACTNMENU_START_PROVINCE	STARTPROVINZ
STR_ACTNMENU_END_PROVINCE	ENDPROVINZ
STR_ACTNMENU_CREATE_LEY_LINE_HELP	^F02^W310Um eine Magielinie aufzubauen, benˆtigen Sie zwei Quellen, zwischen denen noch keine Magielinie existiert. Momentan haben Sie keine Quellen, zwischen denen Sie eine Magielinie legen kˆnnten.
//note, space left at end of next string intentionally
STR_ACTNMENU_F02_SUCCESS	^F02Erfolg: 
STR_ACTNMENU_F02_SUCCESS_FMT	^F02Erfolg: %d%c
STR_ACTNMENU_TOTAL_COST_FMT	^F02Gesamtkosten: Goldbarren %d, Reg.-Punkte %d
STR_ACTNMENU_SELECT_START_AND_END	^F00^W310WƒHLEN SIE EINE ^C060STARTPROVINZ^C128 UND EINE ^C060ENDPROVINZ^C128. MAGIELINIEN VERBINDEN ZWEI QUELLEN UNTER IHRER HERRSCHAFT. MIT KLICK AUF ^C060W‹RFELN^C128 DEN ERFOLG AUSW‹RFELN, DANACH MIT ^C060FERTIG^C128 WEITERMACHEN.
STR_ACTNMENU_ROAD_GB_COST_FMT	^F02^W310Eine Straﬂe zwischen %s (%d) und %s (%d) kostet %d GB.
STR_ACTNMENU_TOTAL_GB_COST_FMT	^F02Gesamtkosten: Goldbarren %d

STR_ACTNMENU_ROAD_IS_FREE_ACTN	^F00^W322^C060STRASSENBAU^C128 IST EINE BONUSAKTION (KOSTET KEINE RUNDENAKTION). WƒHLEN SIE ^C060STARTPROVINZ^C128 UND ^C060ENDPROVINZ^C128. ^C060STRASSENBAU^C128 IN BEFREUNDETE NACHBARPROVINZEN IST M÷GLICH. MIT KLICK AUF ^C060FERTIG^C128 WEITERMACHEN.

STR_ACTNMENU_CANT_BUILD_ROAD	^F02^W310Sie kˆnnen zur Zeit keine Handelsroute einrichten. Um eine Handelsroute einzurichten, benˆtigen Sie in einer Provinz eine Gilde. Diese Provinz muﬂ eine Straﬂe zu einer Ihnen gehˆrenden Provinz haben (oder eine Straﬂe zu einer befreundeten Provinz). Auﬂerdem muﬂ das Terrain in dieser Provinz ein anderes sein als in der Provinz mit der Gilde. Weiterhin d¸rfen Provinzen zwischen Stufe 1 und 3 nur eine Handelsroute besitzen, Stufe 4 bis 6 darf 2 Handelsrouten unterhalten, erst ab Stufe 7 kˆnnen dort 3 Handelsrouten sein.
STR_ACTNMENU_MUSTER_GB_COST	^F02Truppen in %s ausheben kostet %d GB.
STR_ACTNMENU_MUSTER_IS_FREE	^F00^W310^C060TRUPPEN AUSHEBEN^C128 IST EINE BONUSAKTION, SIE ZƒHLT NICHT ZU DEN DREI RUNDENAKTIONEN. MIT ^C060+^C128 , ^C060-^C128 WƒHLEN SIE,WIE VIELE EINHEITEN DIESES TYPS IN DIE GEWƒHLTE PROVINZ GEHEN. MIT KLICK AUF ^C060FERTIG^C128 WEITERMACHEN
STR_ACTNMENU_CAPS_LOYALTY	LOYALITƒT
STR_ACTNMENU_cCAPS_PROVINCE	^cPROVINZ
STR_ACTNMENU_cCAPS_LEVEL	^cSTUFE
STR_ACTNMENU_cCAPS_CHANGE	^cƒNDERUNG DER
STR_ACTNMENU_cCAPS_LOYALTY	^cLOYALTƒT
STR_ACTNMENU_cCAPS_SUCCESS	^cERFOLG
STR_ACTNMENU_cMODIFY_SUCCESS	^cERFOLG ƒNDERN
STR_ACTNMENU_cGOLD	^cGOLD
STR_ACTNMENU_cREGENCY	^cREGPKTE.
STR_ACTNMENU_cRAISE	^F00^cMEHR
STR_ACTNMENU_cLOWER	^F00^cWENIG.

STR_ACTNMENU_ANY_NUM_PROVS	^F00^W310PRO AKTION KANN IN UNBEGRENZT VIELEN PROVINZEN AGITIERT WERDEN: MIT ^C060+^C128 UND ^C060-^C128 GOLD UND RP F‹R ERFOLGSCHANCEN FESTLEGEN. MIT KLICK AUF ^C060W‹RFELN^C128 AUSW‹RFELN, AUF ^C060FERTIG^C128 WEITERMACHEN.




STR_DIPLOMACY_SEEK_PERMISSIVE	Duldungsb¸ndnis anstreben
STR_DIPLOMACY_NEEDS_75	benˆtigt 75%c
STR_DIPLOMACY_SEEK_FULL	Echtes B¸ndnis anstreben
STR_DIPLOMACY_NEEDS_95	benˆtigt  %ld%c
STR_DIPLOMACY_SEEK_OATH_FEALTY	Treueschwur anstreben
STR_DIPLOMACY_NEEDS_150	benˆtigt  %ld%c
STR_DIPLOMACY_REQ_GOLD	Gold fordern
STR_DIPLOMACY_VARIES	unterschiedlich
STR_DIPLOMACY_DEMAND_TERR	Gebiet fordern
STR_DIPLOMACY_DEMAND_HOLDING	Besitztum fordern
STR_DIPLOMACY_MINUS_30	-10%c pro Level
STR_DIPLOMACY_DEMAND_TRIBUTE	Tribut fordern
STR_DIPLOMACY_OFFER_TERR	Gebiet anbieten
STR_DIPLOMACY_OFFER_HOLDING	Besitztum anbieten
STR_DIPLOMACY_PLUS_15	+5%c pro Level
STR_DIPLOMACY_OFFER_TRIBUTE	Tribut anbieten
STR_DIPLOMACY_OFFER_GOLD	Gold anbieten
STR_DIPLOMACY_OFFER_SALARY	Bezahlung anbieten
STR_DIPLOMACY_OFFER_REGENCY	Reg.-Punkte anbieten
STR_DIPLOMACY_HELP_1	^F00WƒHLEN REICH F‹R DIPLOMATISCHE BEZIEHUNGEN AUSWƒHLEN.^C112ROT:IM KRIEG,
STR_DIPLOMACY_HELP_2	^C140GELB: UNBELIEBT, ^C188GR‹N: DULDUNGSB‹ND., ^C060BLAU: ECHTES B‹NDN., ^C090LILA: VASALL,
STR_DIPLOMACY_HELP_3	^C128SCHWARZ: NEUTRAL. ^C128WERT GIBT DIE EINSTELLUNG IHNEN GEGEN‹BER AN: JE
STR_DIPLOMACY_HELP_4	H÷HER, DESTO POSITIVER.
STR_ACTNMENU_REGENT_FMT	^F00REGENT: ^F02^C060%s
STR_ACTNMENU_CAPS_PETITIONS	^F00GESUCHE:
STR_ACTNMENU_SPACES_GB_FMT	^F00%s GB
STR_ACTNMENU_REQUEST	ANFRAGE
STR_ACTNMENU_DEMAND	FORDERUNG
STR_ACTNMENU_OFFER	ANGEBOT 
STR_ACTNMENU_DEMANDS	^F00FORDERUNG:
STR_ACTNMENU_OFFERS	^F00ANGEBOTE:
STR_ACTNMENU_AMBASSADOR_IN_BAG_FMT	^F09^W315%ss Reaktion Euch gegen¸ber ist %d%c. Eure Einstellungen modifizieren dies auf %d%c. Euer Botschafter wurde Euch in einem schwarzen Sack zur¸ckgeschickt.

// TESTTESTTEST
STR_ACTNMENU_MODIFIED_REACTION_FMT	^F09^W315%ss Reaktion Euch gegen¸ber: %d%c. Eure Einstellungen: Modifikation auf %d%c. Angebote: Verbesserung um %d%c. Forderungen: Verringerung um %d%c. Die modifizierte Reaktion:%d%c. %s %s Erfolg um %d%c.

STR_ACTNMENU_NOT_CONSIDERED_FMT	^F10^W310Euer %s wird erst ber¸cksichtigt, wenn die Reaktion sich auf mindestens %d%c erhˆht.

STR_ACTNMENU_LOWCASE_DEMANDS	Forderung
STR_ACTNMENU_LOWCASE_PETITION	Gesuch
STR_ACTNMENU_HELP_20_SIDED	^F0 DIESE ZAHL MUSS MIT EINEM 20-SEITIGEN W‹RFEL MINDESTENS GEW‹RFELT WERDEN.

STR_ACTNMENU_SELECT_ACTION	^F00^W310^C128GEW‹NSCHTE AKTION AUSWƒHLEN. MIT KLICK AUF ^C060W‹RFELN^C128 AUSW‹RFELN, MIT ^C060FERTIG^C128 WEITERMACHEN.

STR_ACTNMENU_CAPS_REALMS	^F00REICHE
STR_ACTNMENU_CAPS_REALM	^F00REICH
STR_ACTNMENU_TREASURY_FMT	^F00 GUTHABEN: ^F02^D%d ^F00EINNAHMEN: ^F02^D%d\n ^F00REG.-PUNKTE: ^F02%d
STR_ACTNMENU_F00_PROVINCES	^F00PROVINZEN
STR_ACTNMENU_CAPS_PROVINCES	PROVINZEN
STR_ACTNMENU_F00_PROVINCE	^F00PROVINZ
STR_ACTNMENU_TYPES	^F00TYPEN
STR_ACTNMENU_TYPE	^F00TYP
STR_ACTNMENU_SPY_ON_UNITS	EINHEITEN AUSSPƒHEN
STR_ACTNMENU_ASSASSINATE	ERMORDEN
STR_ACTNMENU_F00_UNITS	^F00EINHEITEN
STR_ACTNMENU_F00_UNIT	^F00EINHEIT
STR_ACTNMENU_LOCATE_ASSASSIN	^F00W‹RFELN SIE, UM EINEN ATTENTƒTER FESTZULEGEN:
//note, spaces left at end of next string intentionally
STR_ACTNMENU_ROLL_4_ASSASSINATION	^F00^UW‹RFELN SIE, UM ATTENTAT ZU VERSUCHEN 
STR_ACTNMENU_OUR_AGENT	^F00UNSER AGENT
STR_ACTNMENU_cLEVEL	^F00^cSTUFE
STR_ACTNMENU_F02_THIEF	^F02DIEB
STR_ACTNMENU_F02_FIGHTER	^F02KƒMPFER
STR_ACTNMENU_TARGET	^F00ZIEL
STR_ACTNMENU_SUCCESS_CHANCE	^F00ERFOLGSCHANCE:
STR_ACTNMENU_REGENCY_FMT	^F02Reg.-Punkte %d
STR_ACTNMENU_SELECT_REALM	^F00^W150WƒHLEN SIE ^C060REICH^C128, ^C060PROVINZ^C128, ^C060TYP^C128 DER AKTIVITƒT UND BEI ATTENTAT DIE ^C060EINHEIT^C128. KLICK AUF ^C060W‹RFELN^C128, UM ERFOLGSCHANCE ZU BESTIMMEN, AUF ^C060FERTIG^C128 ZUM WEITERMACHEN.
STR_ACTNMENU_SEL_REALM_ACTIVITY	^F00^W310WƒHLEN SIE ^C060REICH^C128, ^C060PROVINZ^C128 UND ^C060TYP^C128 DER AKTIVITƒT.

STR_ACTNMENU_DECLARE_WAR_HELP	^F00^W310^C112ERKLƒRTE FEINDE UND DEREN VERB‹NDETEN SIND ROT, ^C140UNBELIEBT SIND SIE BEI GELB, ^C188IHRE DULDUNGSB‹NDNISSE SIND GR‹N, ^C060ECHTE B‹NDNISSE BESTEHEN MIT BLAU, ^C090IHRE VASALLEN SIND LILA, ^C128UND NEUTRALE REICHE SIND DUNKELBRAUN. ^C128KLICKEN SIE AUF FERTIG, UM IHRE WAHL ZU BESTƒTIGEN.
STR_ACTNMENU_DECLARE	^F00ERKLƒRE
STR_ACTNMENU_MARTIAL_LAW	KRIEGSRECHT
